AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,SexuponOutcome1,AgeuponOutcome,Breed,Breed1,Breed2,year,month,date,Color,Color1,Color2
A697468,,2015-02-25 09:00:00,Transfer,SCRP,Cat,Unknown,,8 months,Domestic Shorthair Mix,,,2015,2,25,Brown Tabby,,
A681108,Stephen,2014-06-16 13:51:00,Transfer,Partner,Cat,Intact,Male,2 months,Domestic Longhair Mix,,,2014,6,16,Blue,,
A679868,Tiger Lily,2014-12-06 13:39:00,Adoption,Foster,Dog,Spayed,Female,11 months,Boxer Mix,,,2014,12,6,White,Brown Brindle,
A710384,,2015-08-27 14:26:00,Transfer,Partner,Dog,Intact,Female,8 months,Border Collie Mix,,,2015,8,27,Black,Brown Brindle,
A711591,Royston,2015-09-21 15:55:00,Transfer,Partner,Cat,Intact,Male,1 month,Domestic Shorthair Mix,,,2015,9,21,Brown Tabby,,
A674242,,2014-03-10 16:18:00,Transfer,SCRP,Cat,Intact,Male,3 years,Domestic Shorthair Mix,,,2014,3,10,Orange Tabby,,
A717309,Trapper,2016-01-02 17:13:00,Adoption,,Cat,Neutered,Male,2 years,Domestic Shorthair Mix,,,2016,1,2,Orange Tabby,,
A703679,,2015-08-26 19:03:00,Adoption,,Cat,Neutered,Male,3 months,Domestic Shorthair Mix,,,2015,8,26,Brown Tabby,,
A710309,Jj,2015-09-24 17:50:00,Adoption,,Dog,Neutered,Male,2 years,Dalmatian Mix,,,2015,9,24,White,Black,
A677706,,2014-04-28 14:53:00,Transfer,Partner,Cat,Intact,Male,4 weeks,Domestic Shorthair Mix,,,2014,4,28,Blue Tabby,,
A704111,,2015-06-05 14:25:00,Transfer,Partner,Cat,Intact,Male,1 month,Domestic Shorthair Mix,,,2015,6,5,Black,,
A679090,Ace,2014-05-22 16:16:00,Return_to_owner,,Dog,Neutered,Male,4 years,Dogue De Bordeaux Mix,,,2014,5,22,Red,,
A708453,Chauncey,2015-08-09 15:18:00,Transfer,Partner,Dog,Intact,Male,1 year,German Shepherd,,,2015,8,9,Black,Tan,
A689030,Max,2014-10-27 17:13:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2014,10,27,Black,,
A694242,,2014-12-28 17:32:00,Adoption,,Dog,Spayed,Female,8 months,Dachshund Mix,,,2014,12,28,Brown Brindle,White,
A699648,Plex,2015-06-30 13:09:00,Transfer,Partner,Dog,Neutered,Male,1 year,Chihuahua Shorthair Mix,,,2015,6,30,Brown,White,
A677140,Trudy,2014-06-27 17:09:00,Adoption,,Dog,Spayed,Female,2 years,Labrador Retriever Mix,,,2014,6,27,Black,,
A703237,,2015-05-24 12:24:00,Transfer,Partner,Dog,Neutered,Male,2 years,Cairn Terrier Mix,,,2015,5,24,White,Tan,
A693703,Sauce,2014-12-15 13:15:00,Adoption,,Dog,Spayed,Female,5 months,Chihuahua Shorthair Mix,,,2014,12,15,Brown,,
A673130,Molly,2014-03-11 13:06:00,Adoption,Foster,Dog,Spayed,Female,5 years,Maltese,,,2014,3,11,White,,
A711627,,2015-09-10 13:34:00,Euthanasia,Suffering,Cat,Intact,Male,4 weeks,Domestic Medium Hair Mix,,,2015,9,10,Black,,
A666186,,2014-02-17 13:38:00,Euthanasia,Suffering,Cat,Intact,Female,2 years,Domestic Shorthair Mix,,,2014,2,17,Torbie,,
A716786,Sassy,2015-11-27 18:07:00,Return_to_owner,,Dog,Spayed,Female,1 year,Chihuahua Shorthair Mix,,,2015,11,27,White,Black,
A697759,,2015-02-28 09:38:00,Died,In Kennel,Dog,Intact,Female,1 year,Chihuahua Shorthair Mix,,,2015,2,28,Black,White,
A705134,Brownie,2015-07-18 20:14:00,Adoption,Foster,Cat,Neutered,Male,2 months,Domestic Longhair Mix,,,2015,7,18,Black,White,
A667041,Ethyl,2014-02-03 12:45:00,Adoption,,Dog,Spayed,Female,2 years,Carolina Dog Mix,,,2014,2,3,White,Black,
A685480,Jelly,2014-08-16 13:51:00,Adoption,,Cat,Spayed,Female,3 months,Domestic Shorthair Mix,,,2014,8,16,Black,,
A716119,,2015-11-18 19:28:00,Transfer,SCRP,Cat,Intact,Male,1 year,Domestic Shorthair Mix,,,2015,11,18,Black,,
A684158,,2014-07-20 12:37:00,Euthanasia,Suffering,Cat,Intact,Male,1 year,Domestic Shorthair Mix,,,2014,7,20,Orange Tabby,,
A673541,,2014-03-02 17:09:00,Adoption,,Dog,Spayed,Female,4 months,Labrador Retriever Mix,,,2014,3,2,White,Brown Brindle,
A660154,Owen,2013-10-05 13:55:00,Adoption,Foster,Cat,Neutered,Male,3 months,Domestic Shorthair Mix,,,2013,10,5,Black,White,
A605623,Lola,2014-02-03 18:11:00,Return_to_owner,,Dog,Spayed,Female,3 years,Rottweiler Mix,,,2014,2,3,Black,Tan,
A697166,Grace,2015-05-02 21:32:00,Adoption,Offsite,Dog,Spayed,Female,2 months,Labrador Retriever,Anatol Shepherd,,2015,5,2,White,Black,
A688939,,2014-09-26 18:02:00,Transfer,Partner,Cat,Intact,Male,2 weeks,Domestic Shorthair Mix,,,2014,9,26,Blue,,
A680869,Ponyboy,2014-06-23 12:37:00,Euthanasia,Suffering,Cat,Intact,Male,1 month,Domestic Shorthair Mix,,,2014,6,23,Orange Tabby,White,
A662180,Lonnie G.,2013-12-07 16:32:00,Adoption,,Dog,Neutered,Male,2 years,Pit Bull Mix,,,2013,12,7,Black,White,
A711966,Heidi,2015-09-26 09:32:00,Transfer,Partner,Dog,Spayed,Female,11 months,Blue Lacy Mix,,,2015,9,26,Tan,White,
A718900,,2016-01-17 18:01:00,Died,In Kennel,Dog,Intact,Female,2 years,Labrador Retriever Mix,,,2016,1,17,Brown,,
A680241,Georgia,2014-06-29 12:28:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2014,6,29,Tortie,White,
A687160,Bella,2014-12-13 15:56:00,Return_to_owner,,Dog,Spayed,Female,3 years,Chihuahua Shorthair Mix,,,2014,12,13,White,Gray,
A720256,Trunks,2016-02-09 17:02:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2016,2,9,Black,White,
A682069,Blackie,2014-06-27 12:59:00,Transfer,Partner,Cat,Intact,Male,6 months,Domestic Shorthair Mix,,,2014,6,27,Black,,
A666926,Smokey,2013-11-16 17:17:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2013,11,16,Black Smoke,,
A686184,,2014-08-20 09:00:00,Transfer,SCRP,Cat,Intact,Female,2 years,Domestic Shorthair Mix,,,2014,8,20,Brown Tabby,,
A434523,,2015-11-25 12:59:00,Return_to_owner,,Cat,Spayed,Female,11 years,Siamese Mix,,,2015,11,25,Lilac Point,,
A699953,Manny,2015-07-05 14:49:00,Return_to_owner,,Dog,Neutered,Male,9 months,Labrador Retriever Mix,,,2015,7,5,Black,,
A709190,,2015-08-06 09:00:00,Transfer,SCRP,Cat,Intact,Female,2 years,Domestic Medium Hair Mix,,,2015,8,6,Tortie,,
A696201,Hazel,2015-03-23 16:56:00,Return_to_owner,,Dog,Spayed,Female,5 months,Pit Bull Mix,,,2015,3,23,Tan,White,
A713034,Wiley,2015-10-10 13:55:00,Transfer,Partner,Dog,Neutered,Male,3 years,Chihuahua Shorthair,Dachshund,,2015,10,10,Tan,White,
A593109,Sydney,2016-01-19 18:09:00,Return_to_owner,,Dog,Spayed,Female,6 years,Pit Bull Mix,,,2016,1,19,White,Black,
A708352,,2015-07-26 14:40:00,Transfer,Partner,Cat,Unknown,,2 weeks,Domestic Shorthair,,,2015,7,26,Tortie,,
A684627,Abigail,2014-08-12 17:02:00,Adoption,,Dog,Spayed,Female,2 months,German Shepherd Mix,,,2014,8,12,Sable,,
A688073,,2014-09-14 14:21:00,Euthanasia,Suffering,Cat,Intact,Female,10 years,Domestic Shorthair Mix,,,2014,9,14,Orange Tabby,,
A704810,,2015-06-09 15:55:00,Transfer,Partner,Cat,Unknown,,3 weeks,Domestic Shorthair Mix,,,2015,6,9,Black,,
A643090,Shiner,2014-11-01 15:20:00,Euthanasia,Aggressive,Dog,Neutered,Male,2 years,Boxer,Jack Russell Terrier,,2014,11,1,White,Tan,
A682099,Rice,2014-06-26 14:38:00,Return_to_owner,,Dog,Intact,Female,14 years,Maltese Mix,,,2014,6,26,White,,
A702303,Arnie,2015-06-29 14:03:00,Transfer,Partner,Dog,Neutered,Male,1 year,Chihuahua Shorthair Mix,,,2015,6,29,Red,,
A709386,Jean Luc,2015-08-18 17:12:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Medium Hair Mix,,,2015,8,18,Cream Tabby,,
A688384,Lizzy,2014-09-21 18:25:00,Transfer,Partner,Dog,Intact,Female,3 months,Pit Bull Mix,,,2014,9,21,Brown Brindle,White,
A684492,,2014-07-24 15:59:00,Transfer,Partner,Cat,Intact,Female,3 weeks,Domestic Shorthair Mix,,,2014,7,24,Torbie,,
A672300,Marvin Gaye,2014-03-02 15:54:00,Transfer,Partner,Cat,Neutered,Male,2 years,Domestic Shorthair Mix,,,2014,3,2,Blue,White,
A679448,,2014-05-21 12:34:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2014,5,21,Orange Tabby,,
A666899,Galadriel,2013-11-12 16:45:00,Return_to_owner,,Dog,Spayed,Female,2 years,American Pit Bull Terrier Mix,,,2013,11,12,Brown,White,
A673297,Amos,2014-05-31 18:17:00,Adoption,Foster,Dog,Neutered,Male,1 year,Maltese,,,2014,5,31,White,,
A674462,,2014-03-13 14:58:00,Transfer,Partner,Dog,Intact,Female,5 days,Pit Bull Mix,,,2014,3,13,Sable,White,
A720656,Gypsy,2016-02-18 18:28:00,Adoption,,Dog,Spayed,Female,2 years,Miniature Poodle,,,2016,2,18,White,,
A719402,Chapo,2016-01-19 18:03:00,Return_to_owner,,Dog,Neutered,Male,1 year,Pit Bull Mix,,,2016,1,19,Brown Brindle,White,
A683588,Hercules,2014-08-12 13:36:00,Transfer,Partner,Cat,Neutered,Male,4 years,Domestic Shorthair Mix,,,2014,8,12,Orange Tabby,,
A683858,Capeice,2014-08-21 14:24:00,Transfer,Partner,Cat,Spayed,Female,4 years,Domestic Shorthair Mix,,,2014,8,21,Tortie,,
A682326,Ann Richards,2014-06-28 16:56:00,Adoption,,Cat,Spayed,Female,4 months,Domestic Longhair Mix,,,2014,6,28,Brown Tabby,White,
A676526,Max,2014-07-20 13:04:00,Transfer,Partner,Dog,Neutered,Male,5 months,Australian Cattle Dog Mix,,,2014,7,20,Blue Merle,Red,
A667073,Bandit,2013-11-16 17:46:00,Return_to_owner,,Dog,Neutered,Male,2 years,Australian Shepherd,Australian Cattle Dog,,2013,11,16,Brown Brindle,Brown Merle,
A720531,Patrick,2016-02-21 15:48:00,Adoption,,Cat,Neutered,Male,10 months,Domestic Shorthair Mix,,,2016,2,21,Black,White,
A681029,Tipi,2014-06-14 14:31:00,Transfer,Partner,Cat,Neutered,Male,5 months,Domestic Shorthair Mix,,,2014,6,14,Cream Tabby,White,
A703632,,2015-05-28 09:00:00,Transfer,SCRP,Cat,Intact,Female,1 year,Domestic Shorthair Mix,,,2015,5,28,Calico,,
A694766,,2015-01-05 07:33:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2015,1,5,Orange Tabby,,
A709330,,2015-08-08 09:00:00,Transfer,SCRP,Cat,Unknown,,4 years,Domestic Shorthair Mix,,,2015,8,8,Orange Tabby,,
A695846,Dixie,2015-02-16 18:50:00,Adoption,,Dog,Spayed,Female,2 years,Staffordshire Mix,,,2015,2,16,Blue,White,
A713729,Red,2015-10-12 12:14:00,Transfer,Partner,Dog,Intact,Female,10 months,Chihuahua Shorthair Mix,,,2015,10,12,Red,,
A653750,Jack,2015-08-12 18:23:00,Return_to_owner,,Dog,Neutered,Male,2 years,Siberian Husky Mix,,,2015,8,12,Cream,White,
A680424,,2014-06-07 18:17:00,Adoption,,Dog,Neutered,Male,1 month,Chihuahua Shorthair Mix,,,2014,6,7,Tan,Black,
A678168,Marley,2014-05-06 13:44:00,Transfer,Partner,Dog,Intact,Male,1 month,Pointer Mix,,,2014,5,6,Black,White,
A707719,,2015-07-17 09:00:00,Transfer,SCRP,Cat,Unknown,,1 year,Domestic Shorthair Mix,,,2015,7,17,Black,,
A718740,Narles Barkl,2016-01-16 12:07:00,Adoption,,Dog,Neutered,Male,1 year,Australian Cattle Dog Mix,,,2016,1,16,Red,Red Merle,
A700875,,2015-04-20 18:00:00,Transfer,Partner,Cat,Unknown,,2 weeks,Domestic Shorthair Mix,,,2015,4,20,Tortie,,
A692228,,2014-11-21 15:20:00,Transfer,Partner,Dog,Intact,Female,8 years,Pit Bull Mix,,,2014,11,21,White,Brown Brindle,
A683020,Mimi,2015-09-06 16:43:00,Adoption,,Dog,Spayed,Female,2 years,Pit Bull Mix,,,2015,9,6,White,,
A686436,Remi,2014-08-23 18:16:00,Return_to_owner,,Dog,Intact,Female,5 months,Rottweiler,,,2014,8,23,Black,Tan,
A676955,Raz,2014-07-26 12:44:00,Adoption,Foster,Cat,Neutered,Male,7 years,Siamese Mix,,,2014,7,26,Seal Point,,
A667009,Michaelangel,2013-11-27 13:19:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2013,11,27,Blue,,
A696144,Bentley,2015-01-31 18:35:00,Adoption,,Dog,Neutered,Male,4 years,Chihuahua Shorthair,Cardigan Welsh Corgi,,2015,1,31,Black,White,
A676357,,2014-04-14 13:09:00,Transfer,Partner,Dog,Neutered,Male,2 years,Chihuahua Shorthair Mix,,,2014,4,14,Brown,,
A702342,Bailey,2015-05-16 16:58:00,Adoption,,Dog,Spayed,Female,2 months,German Shepherd Mix,,,2015,5,16,Sable,White,
A707201,Tabitha,2015-07-10 10:55:00,Return_to_owner,,Cat,Spayed,Female,13 years,Domestic Shorthair Mix,,,2015,7,10,Orange Tabby,White,
A708430,Fern,2015-10-08 14:36:00,Transfer,Partner,Cat,Spayed,Female,1 year,Domestic Longhair Mix,,,2015,10,8,Black,,
A709315,,2015-08-11 00:00:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2015,8,11,Brown Tabby,,
A670737,,2014-01-19 17:57:00,Adoption,,Cat,Spayed,Female,4 months,Domestic Shorthair Mix,,,2014,1,19,Blue,White,
A710363,Wilma,2015-08-30 18:06:00,Adoption,,Cat,Spayed,Female,4 months,Domestic Shorthair Mix,,,2015,8,30,Calico,,
A689907,Tiny,2014-10-18 18:19:00,Adoption,,Cat,Spayed,Female,4 months,Domestic Shorthair Mix,,,2014,10,18,Brown Tabby,,
A697940,Biscuit,2015-03-11 17:00:00,Return_to_owner,,Dog,Intact,Female,7 years,Labrador Retriever Mix,,,2015,3,11,Black,White,
A711951,,2015-09-21 15:57:00,Transfer,Partner,Cat,Intact,Female,2 months,Domestic Shorthair Mix,,,2015,9,21,Tortie,,
A697451,Clover,2015-06-07 17:59:00,Adoption,,Dog,Spayed,Female,3 years,Miniature Schnauzer,Cairn Terrier,,2015,6,7,Gray,Black,
A683831,Hallie,2014-08-01 15:05:00,Adoption,,Dog,Spayed,Female,2 years,Blue Lacy Mix,,,2014,8,1,Blue,White,
A719934,Pinta,2016-01-30 15:42:00,Return_to_owner,,Dog,Spayed,Female,3 years,Pit Bull Mix,,,2016,1,30,Black,,
A689679,Henny,2014-11-06 16:32:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2014,11,6,Tortie,,
A707870,,2015-07-19 14:25:00,Transfer,Partner,Cat,Unknown,,2 weeks,Domestic Shorthair Mix,,,2015,7,19,Brown Tabby,White,
A717617,Strudel,2016-02-02 11:49:00,Adoption,Foster,Dog,Spayed,Female,2 months,Pit Bull Mix,,,2016,2,2,White,Brown,
A567214,Lilly Bell,2015-04-25 15:07:00,Adoption,,Dog,Spayed,Female,5 years,Labrador Retriever Mix,,,2015,4,25,Black,,
A683495,Bowser,2014-07-19 13:32:00,Adoption,,Dog,Neutered,Male,4 years,Chesa Bay Retr Mix,,,2014,7,19,Brown Merle,,
A716061,Coco,2015-11-15 19:46:00,Return_to_owner,,Dog,Spayed,Female,8 years,Jack Russell Terrier Mix,,,2015,11,15,White,Brown,
A666937,,2013-11-17 17:17:00,Transfer,Partner,Dog,Intact,Female,2 months,Pit Bull Mix,,,2013,11,17,Fawn,White,
A676644,,2014-04-23 12:40:00,Return_to_owner,,Dog,Neutered,Male,3 years,Pit Bull Mix,,,2014,4,23,White,Black,
A661808,,2013-11-04 15:15:00,Transfer,Partner,Dog,Spayed,Female,2 months,Australian Cattle Dog Mix,,,2013,11,4,White,Black,
A686715,,2014-08-27 11:21:00,Euthanasia,Suffering,Dog,Intact,Female,1 year,Pit Bull Mix,,,2014,8,27,Brown Brindle,White,
A702576,Georgie,2015-06-08 12:57:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2015,6,8,Torbie,,
A702336,,2015-06-30 12:56:00,Adoption,Foster,Cat,Spayed,Female,2 months,Siamese Mix,,,2015,6,30,Flame Point,,
A687439,,2014-10-21 18:16:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2014,10,21,Black,,
A707286,Keaton,2015-08-01 12:58:00,Transfer,Partner,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,8,1,Black,White,
A663070,Edith,2013-12-24 13:31:00,Adoption,Foster,Cat,Spayed,Female,5 months,Domestic Shorthair Mix,,,2013,12,24,Tortie,,
A717397,,2015-12-07 13:17:00,Transfer,Partner,Dog,Unknown,,1 week,Labrador Retriever Mix,,,2015,12,7,Black,White,
A681450,,2014-06-17 09:00:00,Transfer,SCRP,Cat,Intact,Female,1 year,Domestic Medium Hair Mix,,,2014,6,17,Torbie,,
A694461,Baxter,2015-01-09 11:38:00,Adoption,,Dog,Neutered,Male,8 years,Chihuahua Shorthair Mix,,,2015,1,9,Tan,,
A685824,,2014-08-16 09:00:00,Transfer,SCRP,Cat,Unknown,,10 months,Domestic Shorthair Mix,,,2014,8,16,Orange Tabby,White,
A715825,Chubbs,2015-11-25 16:41:00,Return_to_owner,,Dog,Neutered,Male,11 months,Labrador Retriever,Pit Bull,,2015,11,25,Brown,White,
A707048,Charlie,2015-09-20 16:54:00,Adoption,,Cat,Neutered,Male,3 months,Domestic Shorthair Mix,,,2015,9,20,Black,,
A665969,,2013-10-27 14:43:00,Transfer,SCRP,Cat,Unknown,,2 years,Domestic Shorthair Mix,,,2013,10,27,Black,,
A698842,Juno,2015-03-25 15:39:00,Adoption,,Dog,Spayed,Female,3 years,German Shepherd Mix,,,2015,3,25,Tan,Black,
A694841,,2015-01-20 14:41:00,Transfer,Partner,Dog,Intact,Female,2 weeks,Border Collie Mix,,,2015,1,20,Chocolate,White,
A706433,Riley,2015-07-09 14:34:00,Transfer,Partner,Dog,Neutered,Male,2 years,Labrador Retriever Mix,,,2015,7,9,Chocolate,White,
A718388,,2016-01-08 18:51:00,Transfer,SCRP,Cat,Spayed,Female,2 years,Domestic Shorthair Mix,,,2016,1,8,Brown Tabby,,
A708072,,2015-07-22 14:49:00,Transfer,Partner,Cat,Intact,Male,2 weeks,Domestic Shorthair Mix,,,2015,7,22,Black,,
A634836,Storm,2014-03-16 12:53:00,Return_to_owner,,Dog,Neutered,Male,3 years,Siberian Husky,,,2014,3,16,Black,White,
A674916,Charlie,2014-03-24 17:32:00,Adoption,,Dog,Neutered,Male,1 year,Chihuahua Shorthair Mix,,,2014,3,24,Tan,,
A668361,Gizmo,2014-01-05 15:49:00,Adoption,,Dog,Neutered,Male,1 year,Chihuahua Shorthair Mix,,,2014,1,5,Tan,Brown,
A643153,Aurora,2013-10-05 12:43:00,Adoption,,Dog,Spayed,Female,1 year,German Shepherd Mix,,,2013,10,5,Black,Brown,
A662436,Holly,2013-12-31 15:38:00,Adoption,Foster,Cat,Spayed,Female,5 months,Domestic Shorthair Mix,,,2013,12,31,Blue,,
A675500,Carmen,2014-03-29 14:32:00,Return_to_owner,,Dog,Intact,Female,9 years,Cocker Spaniel,,,2014,3,29,Black,White,
A699306,,2015-03-25 14:51:00,Transfer,Partner,Cat,Unknown,,2 weeks,Domestic Shorthair Mix,,,2015,3,25,Brown Tabby,,
A670615,,2014-01-13 17:16:00,Transfer,SCRP,Cat,Unknown,,6 months,Domestic Medium Hair Mix,,,2014,1,13,Brown Tabby,,
A700140,,2015-04-20 14:09:00,Transfer,Partner,Cat,Intact,Male,4 weeks,Domestic Shorthair Mix,,,2015,4,20,Black,,
A706562,Dawn,2015-07-02 00:00:00,Transfer,Partner,Cat,Spayed,Female,3 months,Domestic Shorthair Mix,,,2015,7,2,Black,,
A670443,Jack,2014-01-12 12:10:00,Adoption,,Dog,Neutered,Male,6 years,Jack Russell Terrier Mix,,,2014,1,12,Tricolor,,
A697279,Phedre,2015-02-25 17:58:00,Return_to_owner,,Dog,Spayed,Female,3 years,Pit Bull Mix,,,2015,2,25,Blue,White,
A691693,,2014-11-10 18:44:00,Euthanasia,Suffering,Cat,Spayed,Female,3 years,Domestic Shorthair Mix,,,2014,11,10,Blue Tabby,,
A706053,Hudson,2015-06-29 18:20:00,Adoption,,Dog,Neutered,Male,7 months,Anatol Shepherd Mix,,,2015,6,29,Brown,White,
A678566,,2014-05-10 15:30:00,Transfer,Partner,Dog,Intact,Female,1 month,Pit Bull Mix,,,2014,5,10,Brown Brindle,,
A672765,Scrappy,2015-07-25 18:00:00,Adoption,,Dog,Neutered,Male,4 years,Norwich Terrier,Cairn Terrier,,2015,7,25,White,,
A703654,Zoe,2015-05-31 13:21:00,Transfer,Partner,Dog,Intact,Female,2 years,Pit Bull Mix,,,2015,5,31,Gray,,
A668658,Lila,2013-12-22 15:22:00,Adoption,,Dog,Spayed,Female,5 months,Pit Bull Mix,,,2013,12,22,Yellow,White,
A713226,Peony,2016-01-15 11:44:00,Adoption,Foster,Cat,Spayed,Female,4 months,Domestic Shorthair Mix,,,2016,1,15,Torbie,,
A637291,Luna,2015-01-04 18:57:00,Adoption,,Cat,Spayed,Female,2 years,Domestic Shorthair Mix,,,2015,1,4,Blue Tabby,,
A705754,Javier,2015-07-04 10:30:00,Transfer,Partner,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,7,4,Orange Tabby,White,
A712183,,2015-09-26 09:07:00,Adoption,,Dog,Neutered,Male,1 year,Chihuahua Shorthair Mix,,,2015,9,26,Tan,,
A688917,Pickle,2014-09-27 11:11:00,Return_to_owner,,Dog,Intact,Male,14 years,German Shepherd,Collie Rough,,2014,9,27,Brown,Black,
A684226,Spike,2014-07-21 16:25:00,Return_to_owner,,Dog,Neutered,Male,3 years,Dachshund Wirehair Mix,,,2014,7,21,Black,White,
A690724,Nikita,2014-11-23 18:39:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Longhair Mix,,,2014,11,23,Black,White,
A693380,Izzy,2014-12-11 18:51:00,Adoption,,Dog,Spayed,Female,6 months,Dachshund Mix,,,2014,12,11,Tricolor,,
A685482,Pip,2014-08-18 12:24:00,Adoption,,Cat,Neutered,Male,3 months,Domestic Shorthair Mix,,,2014,8,18,Brown Tabby,,
A675624,,2014-04-03 13:19:00,Transfer,Partner,Dog,Intact,Female,7 months,Cardigan Welsh Corgi,German Shepherd,,2014,4,3,Brown,Tan,
A688970,Rusty,2014-10-07 12:59:00,Transfer,Partner,Dog,Neutered,Male,2 years,Boxer,,,2014,10,7,Brown Brindle,White,
A503371,Abby,2015-02-03 11:15:00,Return_to_owner,,Dog,Spayed,Female,7 years,Labrador Retriever,,,2015,2,3,Yellow,,
A674569,Amelia,2014-03-22 17:53:00,Adoption,,Dog,Spayed,Female,2 years,Lhasa Apso,Miniature Schnauzer,,2014,3,22,Gray,White,
A707088,,2015-07-13 13:28:00,Transfer,Partner,Dog,Spayed,Female,5 years,Shih Tzu Mix,,,2015,7,13,White,Black,
A698364,Remy,2015-03-11 17:56:00,Return_to_owner,,Dog,Neutered,Male,5 months,German Shorthair Pointer Mix,,,2015,3,11,White,Chocolate,
A691256,Tess,2014-11-12 17:51:00,Transfer,Partner,Dog,Intact,Female,11 years,Soft Coated Wheaten Terrier Mix,,,2014,11,12,White,White,
A680924,,2014-06-10 12:51:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2014,6,10,Black,,
A677629,Scruffles,2014-07-04 13:19:00,Adoption,,Cat,Spayed,Female,3 years,Domestic Longhair Mix,,,2014,7,4,Torbie,,
A682935,,2014-07-05 12:43:00,Transfer,Partner,Cat,Intact,Female,2 weeks,Domestic Shorthair Mix,,,2014,7,5,Blue,Cream,
A669366,,2013-12-29 13:44:00,Adoption,,Dog,Neutered,Male,6 months,Parson Russell Terrier Mix,,,2013,12,29,White,Tan,
A684295,Ladybird,2014-08-21 17:43:00,Adoption,,Dog,Spayed,Female,2 years,Labrador Retriever Mix,,,2014,8,21,Brown,,
A684299,Lucy,2014-08-27 18:00:00,Adoption,,Dog,Spayed,Female,8 years,Australian Shepherd Mix,,,2014,8,27,Black,Tan,
A687667,Anna Mae,2014-09-21 15:15:00,Transfer,Partner,Dog,Spayed,Female,10 months,Yorkshire Terrier,Dachshund Wirehair,,2014,9,21,Black,Tan,
A710672,Ponyo,2015-08-31 17:15:00,Adoption,,Dog,Spayed,Female,2 months,Catahoula,Cardigan Welsh Corgi,,2015,8,31,Black,White,
A684882,,2014-08-06 18:26:00,Adoption,,Dog,Spayed,Female,2 years,Dachshund Mix,,,2014,8,6,Tan,White,
A674069,David,2014-03-17 14:56:00,Transfer,Partner,Dog,Neutered,Male,3 years,Cairn Terrier,Shih Tzu,,2014,3,17,White,Buff,
A686959,,2014-09-03 13:21:00,Transfer,Partner,Cat,Intact,Female,1 month,Domestic Shorthair Mix,,,2014,9,3,Tortie,,
A699690,Debo,2015-04-01 11:59:00,Return_to_owner,,Dog,Intact,Male,1 year,Pit Bull Mix,,,2015,4,1,Brown Brindle,White,
A685630,Tonka,2014-08-17 18:18:00,Adoption,,Dog,Neutered,Male,2 years,Great Pyrenees Mix,,,2014,8,17,White,Buff,
A687833,,2014-09-10 18:48:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2014,9,10,Brown Tabby,,
A692469,Bella,2014-11-29 17:02:00,Adoption,,Cat,Intact,Female,2 months,Siamese Mix,,,2014,11,29,Seal Point,,
A696317,Lazey,2015-02-08 18:27:00,Adoption,,Dog,Spayed,Female,8 months,Pharaoh Hound Mix,,,2015,2,8,Tan,,
A709243,Leoara,2015-08-14 13:02:00,Transfer,Partner,Dog,Intact,Female,6 years,Labrador Retriever,Border Collie,,2015,8,14,Black,,
A715829,Coco,2015-11-25 17:23:00,Return_to_owner,,Dog,Neutered,Male,10 months,Golden Retriever Mix,,,2015,11,25,Red,White,
A708007,,2015-07-22 09:00:00,Transfer,SCRP,Cat,Intact,Male,1 year,Domestic Shorthair Mix,,,2015,7,22,Orange Tabby,,
A718437,Baby,2015-12-30 17:50:00,Return_to_owner,,Dog,Spayed,Female,5 years,Beagle Mix,,,2015,12,30,White,Black,
A712923,,2015-10-01 09:00:00,Transfer,SCRP,Cat,Intact,Male,2 years,Domestic Shorthair Mix,,,2015,10,1,Black,,
A673039,,2014-02-19 16:29:00,Transfer,Partner,Cat,Intact,Male,1 week,Domestic Shorthair Mix,,,2014,2,19,Orange Tabby,,
A680360,Macie,2014-11-15 12:55:00,Adoption,,Dog,Spayed,Female,4 years,Dalmatian,Labrador Retriever,,2014,11,15,Black,White,
A712631,,2015-09-26 19:13:00,Transfer,Partner,Cat,Intact,Male,2 weeks,Domestic Shorthair Mix,,,2015,9,26,White,Gray,
